Alert Fault code #,Alert message,Meaning,Color,Vehicle immediate response,Vehicle sends fault to AVCS?,Vehicle sends mi_request?,Severity,AVC Action, Remote Operator Action,Last Updated Version,Categorization,Ops Troubleshoot Guide,Notes,Stop Reason,PSA,KN,ABT,BNS,Rationale,Internal Comments,"trigger
breakdown",FT reference,Associated Reasons,,,,,,,,,,,,,,,,,,,,,
358,Multiple LiDAR Obstructed 1,The vehicle detects that there are too few points detected by multiple LiDAR. It is unsafe to continue moving in this situation. ,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.5.7,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Automatic Resume In Progress,The vehicle will resume on its own in 3 seconds. This happens after the physical hold button is released if the system is not paused due to other reasons. This is only enabled if the vehicle is operating in the wharf.,Amber,,No,No,INFO,,,v6.8.0,"Operations /
Informational",,,FALSE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Timeout (Wharf Lane Change),The vehicle has been stopped while performing a lane change inside the wharf for more than 10 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.1.16,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
361,MI Terminated,"The vehicle detects that the previous manual intervention request was Forcefully Terminated, causing ACOC to ignore future manual intervention requests. It requires the AVC to manually assign the previous manual intervention request from ACOC's terminated jobs pool so that ACOC will continue receiving manual intervention requests from this vehicle.",Amber - Action Required,,Yes,No,WARNING,MI request required,,v6.11.12,"PSA /
Network",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Set Destination Rejected,The vehicle has rejected the Set Destination command. This is could be because the vehicle was not able to find a path to the selected destination. The reason for rejection will be shown in WebUI when this alert occurs.,Amber,,No,No,INFO,,,v6.1.16,"Operations /
Informational",,,FALSE,Tested,Implemented,Draft,Implemented,,,,,"1. Failed to find a path
2. Path too short, vehicle too close to destination
3. Vehicle is not able to accept the job
4. New path diverges from current path
5. Destination is invalid
6. Path passes through blocked roads",,,,,,,,,,,,,,,,,,,,,
363,Stopping For LiDAR Calibration Check,"The vehicle is currently performing a calibration check for the LiDAR sensors. It will remain stopped until the check is completed. This happens infrequently, only while the vehicle is paused or if the spreader serving the vehicle is detected.",Amber,Vehicle performs Temporary Safe Stop,No,No,INFO,,,v6.1.16,"Hardware /
LiDAR",,,TRUE,Tested,N/A,N/A,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Set To Main Destination Required,"The vehicle has finished following the path to a location different from the AVCS destination. It requires the remote operator to use the ""Set To Main Destination"" function in order to reroute it to the correct location.",Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Use the ""Set To Main Destination"" function in order to reroute the APM to the correct location.",v6.1.16,"Manual Intervention /
Operational Process",,,TRUE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Anti-lock Braking System Activated,The anti-lock braking system is active on the vehicle.,No Display,,No,No,INFO,,,v6.1.16,"Hardware /
Terberg",,,FALSE,Tested,N/A,N/A,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Obstacle Cut In Detected,The vehicle has detected an obstacle cutting in in front of it.,No Display,,No,No,INFO,,,v6.1.16,"Operations /
Informational",,,FALSE,Tested,N/A,N/A,N/A,,Cut in tracker,,,,,,,,,,,,,,,,,,,,,,,,
368,Timeout (Blocking Traffic During Ingress),The vehicle has been stopped while ingressing inside the wharf for more than 10 seconds. This will cause it to block the drive area. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.1.16,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,"Timeout duration as float
Value > 10.0",,,,,,,,,,,,,,,,,,,,,
369,Timeout (Wharf Backreach),The vehicle has been stopped while ingressing inside the wharf in the backreach area for more than 30 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.1.16,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,"Timeout duration as float
Value > 30.0",,,,,,,,,,,,,,,,,,,,,
370,Path Selection Activated,The vehicle is in the process of moving through a path generated by the remote operator. The remote operator is required to watch the vehicle during this situation. The linkup reason can only be triggered by this alert if a Job Abort was performed by the previous remote operator.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,Observe the vehicle until it exits the remote operator generated path.,v6.2.10,"Manual Intervention /
Operational Process",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
371,High CPU Memory Usage,System memory usage is abnormally high (> 85%). This has potential to affect other parts of the system and lead to critical breakdown.,Amber - Action Required,,No,No,WARNING,,,v6.1.16,"Hardware /
Computer",,,FALSE,Tested,Implemented,Implemented,Tested,,,,,"Memory usage as float
Value > 85.0",,,,,,,,,,,,,,,,,,,,,
372,Stopping For LiDAR Obstruction (Front RS-LiDAR-M1),The vehicle detects that there is an object blocking the LiDAR for an extended amount of time. It will need help from someone to go onto the vehicle to remove the obstructing object.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,v6.5.7,"Hardware /
LiDAR",,,TRUE,Tested,Implemented,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Stopping For LiDAR Obstruction (Right RS-LiDAR-M1),The vehicle detects that there is an object blocking the LiDAR for an extended amount of time. It will need help from someone to go onto the vehicle to remove the obstructing object.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,v6.5.7,"Hardware /
LiDAR",,,TRUE,Tested,Implemented,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Stopping For LiDAR Obstruction (Left RS-LiDAR-M1),The vehicle detects that there is an object blocking the LiDAR for an extended amount of time. It will need help from someone to go onto the vehicle to remove the obstructing object.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,v6.5.7,"Hardware /
LiDAR",,,TRUE,Tested,Implemented,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Timeout (Obstacle Near Trailer),The vehicle has been stopped due to an obstacle detected near the trailer for more than 15 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.2.10,"Manual Intervention /
Technical Timeout",,,FALSE,Tested,Implemented,Implemented,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Timeout (Off-Road Obstacle),The vehicle has been stopped due to an obstacle detected near the side of the road for more than 15 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.2.10,"Manual Intervention /
Technical Timeout",,,FALSE,Tested,Implemented,Implemented,Implemented,Rationale explained here,,,,,,,,,,,,,,,,,,,,,,,,,
377,QCO Linkup Request Received,The Quay Crane Operator has requested for a linkup to the vehicle. The Quay Crane number will be displayed next to this alert to provide more information for the remote operator.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,Communicate with the Quay Crane Operator to decide what actions to take for the APM.,v6.2.10,"Manual Intervention /
Operational Process",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Force Move By Distance In Progress,The vehicle is currently ignoring safety layers while performing move by distance based on the joystick command from the remote operator.,No Display,,No,No,INFO,,,v6.10.14,"Operations /
Informational",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Reducing Speed 2,The vehicle is reducing its speed.,No Display,,No,No,INFO,,,v6.2.10,"Operations /
Informational",,,TRUE,Tested,Implemented,Draft,Implemented,,"Action Advisor
ROA_TYPE_SLOW_DOWN_BY_STEER",,,,,,,,,,,,,,,,,,,,,,,,
380,Reducing Speed 3,The vehicle is reducing its speed.,No Display,,No,No,INFO,,,v6.2.10,"Operations /
Informational",,,TRUE,Tested,Implemented,Draft,Implemented,,"Action Advisor
ROA_TYPE_SLOW_DOWN_BY_LARGE_TRACKING_ERR",,,,,,,,,,,,,,,,,,,,,,,,
381,Calibration Parameter Loading In Progress,"The vehicle is in the process of loading the control calibration parameters into the firmware. If this alert does not go away, a soft reboot is required to solve this issue.",Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.2.10,"Venti /
Middleware"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Insufficient Braking Force,The vehicle detects that it is decelerating too slowly even though the brakes are applied. This could mean an issue with the vehicle brakes or the trailer brakes.,No Display,,No,No,INFO,,,v6.11.12,"Hardware /
Brake",,,FALSE,Tested,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Job Abort Detected,"A remote operator was connected to the vehicle, but performed a disconnection by aborting the current job. This is only possible while the vehicle is stationary in pause mode.",Amber,,No,No,INFO,,,v6.3.6,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Timeout (Waiting For QC),"The vehicle has been stopped in the location for more than 10 minutes while waiting for QC to arrive. This timer will reset upon remote operator linkup. Perform FMR to connect the APM with a remote console. If APM is in the intended location, send apm_arrived_request to inform the QCO that APM has arrived.",Amber - Action Required,,Yes,No,WARNING,FMR required,,v6.3.6,"Manual Intervention /
Operational Process",,Venti to elaborate further once wharf additions are part of the main stack.,FALSE,Tested,N/A,N/A,N/A,,,,,"Timeout duration as float
Value > 600.0",,,,,,,,,,,,,,,,,,,,,
385,Unable To Receive RTK Data 1,The vehicle detects that it is not receiving any RTK data for more than 30 seconds.,No Display,,No,No,INFO,,,v6.3.6,"PSA /
Network",,,FALSE,Tested,N/A,N/A,N/A,,rtk_data_received,,,,,,,,,,,,,,,,,,,,,,,,
386,Unable To Receive RTK Data 2,The vehicle detects that it is not receiving any RTK data for more than 30 seconds.,No Display,,No,No,INFO,,,v6.3.6,"PSA /
Network",,,FALSE,Tested,N/A,N/A,N/A,,rtk_data_transferred,,,,,,,,,,,,,,,,,,,,,,,,
387,Steering Maintenance Required,The vehicle detects that it has a high steering offset (> 20°). This means that it is unsafe to allow it to continue driving in auto.,No Display,,No,No,INFO,,,v6.6.13,"Hardware /
Steering",,,FALSE,Tested,Implemented,N/A,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Steering In Manual Mode,The electronic power steering device is currently in manual mode. This is done to reduce the amount of stress on the device to reduce thermal errors from happening.,No Display,,No,No,INFO,,,v6.3.6,"Hardware /
Steering",,,FALSE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Soft Stop In Progress,"The vehicle is in the middle of a soft stop. Monitoring is required here as after the soft stop completes, the vehicle will be in pause mode. This alert will clear after the vehicle finishes the gradual brake to stop.  The linkup reason will be this alert only if a Job Abort was performed by the previous remote operator.",Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Wait until the vehicle finishes the stop. If latency and localization is good after the stop completes, resume the vehicle.",v6.5.7,"Manual Intervention /
Operational Process",,,FALSE,Tested,Implemented,N/A,Implemented,,,,,Displays soft stop alerts,,,,,,,,,,,,,,,,,,,,,
394,Terberg SPN 196619,The SPN fault code 196619 is displaying from the Terberg vehicle.,No Display,,No,No,INFO,,,v6.4.2,"Hardware /
Terberg",,,FALSE,Tested,Implemented,N/A,N/A,,,,"FT-005
FT-013",,,,,,,,,,,,,,,,,,,,,,
395,Terberg SPN 393285,The SPN fault code 393285 is displaying from the Terberg vehicle.,No Display,,No,No,INFO,,,v6.4.2,"Hardware /
Terberg",,,FALSE,Tested,Implemented,N/A,N/A,,,,FT-013,,,,,,,,,,,,,,,,,,,,,,
396,Steering Validation Check In Progress,The vehicle is undergoing a steering validation check. This can only be activated by someone on-site at the vehicle.,Amber,Vehicle performs Temporary Safe Stop,No,No,INFO,,,v6.3.6,"Operations /
Informational",,,TRUE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Electronic Power Steering Error 2,The vehicle detects an issue with the Electronic Power Steering which causes the vehicle to be unable to control the steering in auto.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.4.2,"Hardware /
Steering"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Throttle Pedal Maintenance Required,The vehicle has identified a critical issue with the throttle pedal which requires it to be checked by Venti. This alert does not go away unless a soft reboot is performed.,Red,Vehicle performs Soft Stop and then Pause,Yes,No,FATAL,Soft reboot required,,v6.4.2,"Hardware /
Terberg"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",Venti to review if conditions can be more clearly described in the excel sheet.,TRUE,Tested,Implemented,N/A,N/A,,,,"FT-005
FT-013",,,,,,,,,,,,,,,,,,,,,,
399,Terberg SPN 789,The SPN fault code 789 is displaying from the Terberg vehicle.,No Display,,No,No,INFO,,,v6.4.2,"Hardware /
Terberg",,,FALSE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Terberg SPN 791,The SPN fault code 791 is displaying from the Terberg vehicle.,No Display,,No,No,INFO,,,v6.4.2,"Hardware /
Terberg",,,FALSE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
