SPN,FMI,Foutcodelijst,Foutcode,Omschrijving,Categorie,Oorzaak,Effect,Aangeraden actie
516220,9,Terberg - ATCC2 series,PVED_CLS node,Node time-out,Critical,Messages from the PVED CAN Node have been not been received for several cycles (such as the STR_FB message or the STAT_message),"There is no communication with the PVED, therefore there is no possibily to steer in DBW Mode. Switching to DBW mode will be impossible. If you are already in DBW mode, a protective stop will be activated"," Check the PVED node is online. This can be done with a canalyser or use the CAN network check in the DIM.

The nodes should have addres 16#13 for the main UC and 16#5A for the safety UC"
516220,13,Terberg - ATCC2 series,PVED_CLS Spool calibration failed,Spool calibration failure,Critical,There was a problem during the steering calibration. A specific cause cannot be determined,The steering calibration cannot be completed,Run the calibration procedure again
516221,9,Terberg - ATCC2 series,YTCC2 node,Node time-out,Critical,All messages transmitted by the YTCC2 on the TB1 CAN bus are not received by the ATCC2. The YTCC2 might be powered off or disconnected from the TB1 CAN bus.,The vehicle cannot be operated properly. Probably a lot of indications on  the DIM will also not function correctly.,Please check if the YTCC2 is powered on and check if it is still properly connected to the TB1 CAN bus. This can be checked via the CAN network check menu on the display.
516222,9,Terberg - ATCC2 series,YTCC2 04 message,Message time-out,Warning,This message has not been received for over 500 ms,"Status feedback of all signals in this messages are not received by the ATCC2, therefor the vehicle will not be able to operate in DBW mode.",Please check if the YTCC2 is powered on and check if it is still properly connected to the TB1 CAN bus. This can be checked via the CAN network check menu on the display.
516223,2,Terberg - ATCC2 series,DBW User 05 message,Data error,Warning,"One of the signals in DBW user 04 messages is out of range. This could be the DBW control request, 5th wheel unlock request or 5th wheel height request","When in DBW mode a protective stop is triggered.
When in Manual mode it is no longer possible to switch to DBW mode",Please check if the DBW user is sending the DBW user 04 message contents correctly.
516223,9,Terberg - ATCC2 series,DBW User 05 message,Message time-out,Warning,DBW user 05 message has not been received anymore for over 80 ms.,"When in DBW mode a protective stop is triggered.
When in Manual mode it is no longer possible to switch to DBW mode", Please check if the DBW user is still connected and sending the DBW user 05 message at the correct update cycle of 20ms
516224,13,Terberg - ATCC2 series,Steering system not calibrated,The electronic steering system is not calibrated,Critical,Calibration not done after critical changes to vehicle,The steering system cannot properly determine the actual steering angle,Please calibrate the steering system via the calibration menu on the display
516225,9,Terberg - ATCC2 series,DBW User Communication invalid recovery,DBW User communication detected but messages not read by vehicle,Critical,"Restoring the DBW User communication while vehicle controllers already running.
Possibly to high update rate of DBW user CAN messages.",DBW User messages will not be read,Please perform a keycycle
516226,31,Terberg - ATCC2 series,CORA velocity,Cross check CORA velocity not valid,Critical,CORA velocity determined based on individual wheels are both valid but deviate more than 2 km/h for at least 5 seconds,Safe vehicle speed is invalid resulting in protective stop in DBW mode,"check everything that can influence the circumference of the front wheels e.g. tire pressure, tire wear, tire size but also the A/B pulse ring"
516227,2,Terberg - ATCC2 series,DBW User 06 messages,Data error,Critical,"One of the signals in DBW user 06 messages is out of range. This could be the service brake front request, service brake rear request or service brake trailer request","When in DBW mode a protective stop is triggered.
When in Manual mode it is no longer possible to switch to DBW mode",Please check if the DBW user is sending the DBW user 06 message contents correctly.
516227,9,Terberg - ATCC2 series,DBW User 06 messages,Message time-out,Critical,DBW user 06 message has not been received anymore for over 80 ms.,"When in DBW mode a protective stop is triggered.
When in Manual mode it is no longer possible to switch to DBW mode", Please check if the DBW user is still connected and sending the DBW user 06 message at the correct update cycle of 20ms
516227,19,Terberg - ATCC2 series,DBW User 06 messages,crc or message counter error,Critical,The CRC check or counter of the DBW user 06 messages is incorrect. ,"When in DBW mode a protective stop is triggered.
When in Manual mode it is no longer possible to switch to DBW mode",Please check if the DBW user is sending the DBW user 06 message CRC and counter correctly
516228,13,Terberg - CC2 (ytxx3) - 4.1,TB1-CAN RTCC CC1 CRC-Error,Time-out or Checksum fault at PropB RTCC_CC1 Can message ,Warning,,,
516229,13,Terberg - CC2 (ytxx3) - 4.1,TB1-CAN RTCC CC2 CRC-Error,Time-out or Checksum fault at PropB RTCC_CC2 Can message ,Warning,,,
516232,13,Terberg - CC2 (ytxx3) - 4.1,Checksum fault in ZF SL1,Checksum fault in ZF SL1 Can message ,Critical,,,"Check CAN Bus, Check Shift Lever"
516247,14,Terberg - CC2 (ytxx3) - 4.1,ECU temperature too high,The measured temperature is too high for the controller to operate. Output current reduced by 25%.,Warning,,,"Cool the controller below the critical temperature. 
Increase airflow to the controller, reduce the current requested, and/or lower the ambient temperature."
516253,9,Terberg - CC2 (ytxx3) - 4.1,YTCC CC1 Time out error,YTCC CC1 MEssage Time out error,Warning,,,
516254,9,Terberg - CC2 (ytxx3) - 4.1,TB1-CAN RTCC node timeout,"The RT controller is not detected, timeout set",Critical,,,
516255,9,Terberg - CC2 (ytxx3) - 4.1,TB1-CAN RTCC Limit timeout,The RT controller message RTCC Limit is in timeout,Warning,,,
516256,9,Terberg - CC2 (ytxx3) - 4.1,TB1-CAN RTCC Alive timeout,The RT controller message RTCC Alive is in timeout,Warning,,,
516258,2,Terberg - ATCC2 series,YTCC2 05 messages,Data error,Critical,"One of the signals in the YTCC2 05 messages is out of range. This could be among other things 5th wheel height or 5th wheel lock related .

The YTCC2 05 message is an internal message send between the YTCC2 and the ATCC2","In manual mode: It will no longer be possible to switch to DBW mode and a speed limiter will be applied

In DBW Mode: A protective stop will be activated",Please check if the YTCC2 is sending the YTCC2 05 message contents correctly.
516258,9,Terberg - ATCC2 series,YTCC2 05 messages,Message time-out,Critical,YTCC2 05 message has not been received anymore for over 80 ms.,"When in DBW mode a protective stop is triggered.
When in Manual mode it is no longer possible to switch to DBW mode and a speed limit is activated",Please check if the YTCC2 is sending the YTCC2 05 message and check if CRC and counter value is correct
516258,19,Terberg - ATCC2 series,YTCC2 05 messages,crc or message counter error,Critical,The CRC check of theYTCC2 05 message is incorrect.,"When in DBW mode a protective stop is triggered.
When in Manual mode it is no longer possible to switch to DBW mode and a speed limit is activated",Please check if the YTCC2 is sending the YTCC23 05 message CRC and counter correctly
516260,9,Terberg - CC2 (ytxx3) - 4.1,TCU1 Time out error,TCU1 MessageTimeout Error,Warning,,,
